Species	South_China_Sea	Sunda_Shelf	Java_Transitional	South_Kuroshio	Tropical_Northwestern_Pacific	Western_Coral_Triangle	Eastern_Coral_Triangle	Sahul_Shelf	Northeast_Australian_Shelf	Northwest_Australian_Shelf	Tropical_Southwestern_Pacific	Lord_Howe_and_Norfolk_Islands	Hawaii	Marshall_Gilbert_and_Ellis_Islands	Central_Polynesia	Southeast_Polynesia	Marquesas	Easter_Island
Naso lopezi	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Naso maculatus	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0
Naso mcdadei	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Naso minor	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0
Naso reticulatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Naso thynnoides	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
Naso tonganus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Naso tuberosus	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Naso unicornis	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Naso vlamingii	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Naucrates ductor	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
Neamia articycla	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Neamia octospina	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Neatypus obliquus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nebrius ferrugineus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Nectamia bandanensis	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Nectamia fusca	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0
Nectamia ignitops	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nectamia luxuria	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
Nectamia savayensis	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Nectamia similis	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Nectamia viria	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Neenchelys buitendijki	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Neenchelys daedalus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neenchelys retropinna	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Negaprion acutidens	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0
Nelusetta ayraud	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nemadactylus macropterus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nemanthias carberryi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nematalosa come	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0
Nematalosa nasus	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nemateleotris decora	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Nemateleotris helfrichi	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0
Nemateleotris magnifica	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Nemipterus zysron	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
Neoaploactis tridorsalis	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0
Neocentropogon affinis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neocentropogon japonicus	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neocirrhites armatus	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0
Neoclinus bryope	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoclinus nudus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoclinus okazakii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoglyphidodon bonang	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Neoglyphidodon carlsoni	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Neoglyphidodon crossi	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Neoglyphidodon melas	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Neoglyphidodon nigroris	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Neoglyphidodon oxyodon	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Neoglyphidodon polyacanthus	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0
Neoglyphidodon thoracotaeniatus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Neomerinthe megalepis	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Neomerinthe pallidimacula	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Neomerinthe procurva	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Neomyxus leuciscus	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0
Neoniphon argenteus	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Neoniphon aurolineatus	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0
Neoniphon opercularis	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Neoniphon sammara	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Neoodax balteatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Neopomacentrus anabatoides	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Neopomacentrus aquadulcis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neopomacentrus azysron	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0
Neopomacentrus bankieri	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Neopomacentrus cyanomos	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Neopomacentrus filamentosus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Neopomacentrus fuliginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Neopomacentrus metallicus	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
Neopomacentrus nemurus	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
Neopomacentrus sororius	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neopomacentrus violascens	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
Neopomacentrus xanthurus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Neoscombrops pacificus	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Neosebastes bougainvillii	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Neosebastes entaxis	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neosebastes incisipinnis	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Neosebastes nigropunctatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Neosebastes scorpaenoides	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Neotrygon kuhlii	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Netuma thalassina	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Niphon spinosus	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Norfolkia brachylepis	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Norfolkia squamiceps	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Norfolkia thomasi	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0
Notocirrhitus splendens	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Notograptus gregoryi	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Notograptus guttatus	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Notograptus livingstonei	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Notolabrus celidotus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notolabrus fucicola	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notolabrus gymnogenis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Notolabrus inscriptus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Notolabrus parilus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Notolabrus tetricus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Novaculichthys taeniourus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Novaculoides macrolepidotus	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0
Nudiantennarius subteres	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ocosia apia	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Ocosia fasciata	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocosia spinosa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocosia vespa	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odontanthias borbonius	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Odontanthias fuscipinnis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Odontaspis ferox	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Odonus niger	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Oedalechilus labiosus	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Ogilbia nigromarginata	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogilbyina novaehollandiae	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Ogilbyina queenslandiae	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Ogilbyina salvati	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Omegophora armilla	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Omegophora cyanopunctata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Omobranchus anolius	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Omobranchus aurosplendidus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus banditus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Omobranchus elegans	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus elongatus	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Omobranchus fasciolatoceps	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus germaini	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Omobranchus hikkaduwensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus loxozonus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus obliquus	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0
Omobranchus punctatus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Omobranchus rotundiceps	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0
Omobranchus smithi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omobranchus verticalis	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Omox biporos	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
Omox lupus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Onigocia oligolepis	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0
Onigocia pedimacula	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0
Onuxodon fowleri	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0
Onuxodon margaritiferae	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Onuxodon parvibrachium	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0
Ophichthus apicalis	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus asakusae	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus bonaparti	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0
Ophichthus celebicus	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Ophichthus cephalozona	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Ophichthus erabo	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Ophichthus evermanni	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Ophichthus fasciatus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus grandoculis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus limkouensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus macrochir	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus macrops	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ophichthus manilensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus marginatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus polyophthalmus	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0
Ophichthus roseus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus rutidoderma	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Ophichthus singapurensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus stenopterus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus tsuchidae	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophichthus urolophus	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Ophichthus woosuitingi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophiocara porocephala	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Ophiodon elongatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ophisurus macrorhynchos	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophthalmolepis lineolata	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Opistognathus cyanospilotus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Opistognathus darwiniensis	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0
Opistognathus dendriticus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Opistognathus elizabethensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Opistognathus eximius	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Opistognathus hongkongiensis	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Opistognathus macrolepis	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Opistognathus muscatensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Opistognathus papuensis	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Opistognathus pardus	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Opistognathus rosenbergii	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Opistognathus rufilineatus	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Opistognathus seminudus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Opistognathus solorensis	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Opistognathus stigmosus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Opistognathus variabilis	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Oplegnathus fasciatus	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Oplegnathus punctatus	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Oplegnathus woodwardi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Oplopomops diacanthus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Oplopomus caninoides	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0
Oplopomus oplopomus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Optivus agastos	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Opua atherinoides	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Opua nephodes	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Orectolobus halei	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Orectolobus hutchinsi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Orectolobus japonicus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Orectolobus maculatus	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Orectolobus ornatus	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Orectolobus parvimaculatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Orectolobus reticulatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Orectolobus wardi	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Ostichthys japonicus	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
Ostorhinchus angustatus	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Ostorhinchus apogonoides	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0
Ostorhinchus atrogaster	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Ostorhinchus aureus	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0
Ostorhinchus cavitensis	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Ostorhinchus chrysopomus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0
Ostorhinchus chrysotaenia	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
Ostorhinchus cladophilos	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ostorhinchus compressus	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
Ostorhinchus cookii	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0
Ostorhinchus cyanosoma	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Ostorhinchus endekataenia	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0
Ostorhinchus fasciatus	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Ostorhinchus fleurieu	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Ostorhinchus hartzfeldii	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Ostorhinchus hoevenii	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Ostorhinchus jenkinsi	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Ostorhinchus kiensis	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Ostorhinchus lateralis	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Ostorhinchus leslie	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Ostorhinchus luteus	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0
Ostorhinchus neotes	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Ostorhinchus nigrofasciatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Ostorhinchus novemfasciatus	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Ostorhinchus properuptus	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Ostorhinchus rubrimacula	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0
Ostorhinchus rueppellii	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Ostorhinchus sealei	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Ostorhinchus taeniophorus	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Ostorhinchus talboti	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Ostorhinchus thermalis	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Ostorhinchus wassinki	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Ostracion cubicus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Ostracion immaculatus	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostracion meleagris	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Ostracion rhinorhynchos	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0
Ostracion solorensis	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0
Ostracion whitleyi	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
Otolithes ruber	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Oxycercichthys veliferus	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Oxycheilinus arenatus	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Oxycheilinus bimaculatus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
Oxycheilinus celebicus	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0
Oxycheilinus digramma	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Oxycheilinus lineatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Oxycheilinus nigromarginatus	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Oxycheilinus orientalis	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0
Oxycheilinus unifasciatus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Oxycirrhites typus	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Oxymetopon compressus	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oxymetopon cyanoctenosum	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Oxymetopon filamentosum	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oxymetopon formosum	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Oxymetopon typus	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Oxymonacanthus longirostris	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Oxyurichthys papuensis	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0
Oxyurichthys visayanus	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Pagrus auratus	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Palutrus pruinosa	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0
Palutrus reticularis	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Palutrus scapulopunctatus	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Pandaka trimaculata	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Pantolabus radiatus	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Papilloculiceps longiceps	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parablennius intermedius	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Parablennius laticlavius	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Parablennius postoculomaculatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Parablennius serratolineatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Parablennius tasmanianus	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Parablennius thysanius	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Parablennius yatabei	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracaesio sordida	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0
Paracaesio xanthura	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Paracanthurus hepatus	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0
Paracentropogon longispinis	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Paracentropogon rubripinnis	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracentropogon vespa	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Paracentropogon zonatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracentropyge multifasciata	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0
Parachaetodon ocellatus	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Paracheilinus angulatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracheilinus bellae	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Paracheilinus carpenteri	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Paracheilinus cyaneus	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Paracheilinus filamentosus	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Paracheilinus flavianalis	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
Paracheilinus lineopunctatus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracheilinus mccoskeri	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Paracheilinus nursalim	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracheilinus rubricaudalis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Paracheilinus togeanensis	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Paracheilinus walton	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Paracirrhites arcatus	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
Paracirrhites bicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Paracirrhites forsteri	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Paracirrhites hemistictus	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0
